,Dollar_per_MT,BDTI TD3,Flat Rate,Earnings,UL/VLCC Orderbook...3,UL/VLCC Orderbook...4,VLCC Orderbook % Fleet,VLCC Fleet Development...6,VLCC Fleet Development...7,VLCC Fleet - Average Age,VLCC Average Demolition Prices,VLCC Losses...10,VLCC Losses...11,VLCC Demolition...12,VLCC Demolition...13,VLCC Deliveries...14,VLCC Deliveries...15,UL/VLCC Contracting...16,UL/VLCC Contracting...17,UL/VLCC Contracting...18,VLCC Newbuilding Prices,Fujairah Bunker Prices,AG Crude Exports,Net Additions,P.Africa,P.Asia Pacific,P.Europe,P.FSU,P.Latin America,P.Middle East,P.North America,P.Total,UP.Africa,UP.Asia Pacific,UP.Europe,UP.FSU,UP.Latin America,UP.Middle East,UP.North America,UP.Total,Brent,WTI,Dubai,Diff_Dub_WTI,Diff_Brent_Dub,Diff_Brent_WTI,LCOc2.Brent_2,LCOc3.Brent_3,LCOc4.Brent_4,PCAAU00.Dubai_02,PCAAV00.Dubai_03,UL/VLCC Tankers Storage (No.),UL/VLCC Tankers Storage (DWT),Contango_M7-M1,New Addition_Forward,Time Charter 1 year ($/day),VLCC Single Voyage Fixtures,TP.U.S. + Canada,TP.Latin America,TP.Total Europe,TP.Former Soviet Union,TP.Asia-Pacific,TP.Middle East,TP.Africa,Total trade flows,TF.Des_ARA Region,TF.Des_East Asia,TF.Des_Indian Sub-Continent,TF.Des_North West Europe (excl. ARA),TF.Des_PADD 3 (US Gulf Coast),TF.Des_PADD 5 (US West Coast),TF.Des_Red Sea,TF.Des_Southeast Asia,F.Des_AG/ WCI,F.Des_EAF,F.Des_ECI,F.Des_ECSA,F.Des_FE,F.Des_LA,F.Des_MED,F.Des_MED/ BS,F.Des_MED/BS,F.Des_RS,F.Des_SAF,F.Des_SEA,F.Des_UKC,F.Des_USAC,F.Des_USEC,F.Des_USWC,F.Des_WAF,F.Des_WCSA,F.Origin_AG/ WCI,F.Origin_EAF,F.Origin_ECSA,F.Origin_FE,F.Origin_LA,F.Origin_MED,F.Origin_MED/ BS,F.Origin_MED/BS,F.Origin_RS,F.Origin_SAF,F.Origin_SEA,F.Origin_UKC,F.Origin_USAC,F.Origin_USEC,F.Origin_USWC,F.Origin_WAF
Time Charter 1 year ($/day),0.591240347130347,0.6213197835642309,-0.09045480008131167,0.8220751313527641,0.11650499574400398,0.10136090632413794,0.07318873276957288,0.16215733748156705,0.18285784984614958,0.3554006396798619,-0.5260674586450115,,,-0.3825153488220164,-0.3763040581776653,-0.04291806325861621,-0.04463771369633348,0.08436678216437066,0.11702892958372244,0.13531844420442687,0.15467886789217702,-0.6689775795977863,0.10076039421028407,0.06350135902085503,-0.06086327067251298,-0.07285236073382056,0.009498796816442813,0.16949910113894,0.43225761128172435,0.1443542867583828,-0.01342928631931359,0.09503147692223679,0.22494893144102926,0.22456429469783237,0.2258631567054702,0.10802628351189583,0.0905921016802446,0.3546700153259055,0.16451875034555127,0.22351434451034047,-0.6288083315868899,-0.6101924946795003,-0.642080907598134,-0.4795968273794598,0.07040185503086487,-0.4663316649327764,-0.6241853942538198,-0.6181620790850479,-0.643299175565414,-0.6353849560688919,-0.630006510413442,0.3237917519104189,0.32191770700242944,0.4016484096359687,-0.04714804825206061,1.0,-0.03502001923396856,0.08266498350526603,0.09066685260215632,0.08695244011126607,0.10116934681752805,0.10604967352561363,0.08357645318931,0.08900361985081927,0.10561102533316861,0.14383908844999002,0.12068074269090741,0.0816954825950001,-0.041374441861702964,-0.020773786856023144,0.049780278505357725,0.14477180183217378,0.11641241368911696,0.14080215857811135,-0.0662041769955697,0.0005253508924567497,0.22441898210499853,0.22231111804654605,-0.00345020552857288,0.04538398427518084,0.029414762011997653,0.23101427927488924,0.298544489669544,0.07501247417849306,0.13787308032745266,0.024836842379237552,-0.004966250896545484,-0.0017775909516824914,0.08743794606272794,0.03346759219264513,0.11757098099081369,0.18820986706503165,-0.07159673090924096,0.2748365940162708,0.237747578853628,0.20355483509776728,-0.03128244824369779,-0.026271826918008938,-0.04478336354603112,0.1452393412906066,0.025612323750242128,0.2973517691197981,0.10534093873989203,0.061084775924442676,0.12941169456226176,0.2977981919666271,0.15876550287011565
VLCC Single Voyage Fixtures,-0.023527724437216645,0.1369990062618597,-0.3010900353209212,0.08637937505250053,-0.3150951179344663,-0.3470466835417554,-0.4451703323423921,0.5828826499372229,0.6764493278479422,0.49457502694606764,-0.3802724819320986,,,0.0528864823392927,0.06667463075925481,0.21022439173124938,0.2146051263780917,-0.0497614465234511,-0.06463279663293202,-0.07940312002608295,-0.3019621311542213,-0.18661372415431715,0.46927397992250147,0.06297854366434197,0.2935274977072832,0.2433427910444094,0.1460728396256366,0.36727315563798074,0.030682107752878645,0.1378138749564678,0.14218491980016665,0.30985006275654864,0.4839676871371224,0.039124011173013847,-0.09917705781523412,0.3555652519263395,0.6113172592738645,0.3669716634197077,-0.06176377923083271,0.2818791880286447,-0.2526788600159175,-0.29320738242259003,-0.2223233674087615,0.146143279770951,-0.43083055713222806,0.004996969245619762,-0.26133454504273507,-0.2681965556765468,-0.30352029103673556,-0.23264328887012586,-0.24187924082402384,0.6384558345698215,0.6393769911872098,-0.3777821310653948,0.20723650435592164,-0.03502001923396856,1.0,0.5843057818683003,0.5067262307836784,0.5739137947288079,0.5828594239011571,0.5966562273691173,0.5933434727086919,0.5606846656153511,0.5922926112277032,0.4956702608454905,0.6098650926100223,0.5977928922202702,0.41791214349443,0.33910561274173484,0.6473520111207198,0.5474153019667081,0.5690535424870765,0.6192791851035446,0.5221233060941788,0.2823370319884052,0.516412508858329,0.7077550909410661,0.3936320939681176,0.34390720411931913,0.20677411207439475,0.18151855829069755,0.396582015692652,0.5887268167266224,0.6308581124949036,0.35657343192119206,0.63105532788199,0.47245354157299324,0.5776757479385396,0.302141418330653,0.3996945009835688,0.6909842830821371,0.45547912470368157,0.6585030375474551,0.5243577826050979,0.7030703953473493,0.3379912619164606,0.24062960469958447,0.5443204159220381,0.5305431972246987,0.5715595018720838,0.3732582731002172,0.5499271411455309,0.5882327854312868,0.5656753821716609,0.4815617162856407,0.6428165269382151
TP.U.S. + Canada,-0.22269234881147518,0.2012587757515929,-0.8109570849175128,0.14023767874589177,-0.2729059859060339,-0.2877851335685389,-0.43909260163884206,0.8491206756175905,0.8449168136829068,0.9059300580176682,-0.6745790114416965,,,0.038486737640321296,0.05936275714519049,0.1875477131542406,0.1845978286547027,-0.013461388046519019,-0.01629735985252235,-0.05651150423394841,-0.7161818294190974,-0.639222720895999,0.757533920707584,0.05002390387098674,0.3541945990543967,0.15797428867766158,0.07095053682118985,0.5017114909791294,0.06158444572330014,0.18319462807933584,-0.022488381439296375,0.25013311869263427,0.7542994969232204,0.11552062577757809,-0.10553659167852987,0.6309002972685136,0.9042317453249519,0.716575403366268,0.050622905620577044,0.6390234695487538,-0.668384877374636,-0.6821053284755864,-0.6493541220022386,-0.24031230435773085,-0.29694709900884764,-0.34595710434095034,-0.6783326654961924,-0.686840550061363,-0.6951341841321302,-0.6604345748470761,-0.6693975476568746,0.5555899571679023,0.5570315202569716,-0.09851059450689523,0.18754771315424057,0.08266498350526603,0.5843057818683003,1.0,0.9870235386686139,0.9987780971895465,0.998543967191566,0.9973759646164168,0.9987113728035433,0.9957357224141882,0.9957131805948225,0.9143836877933658,0.9932027218805101,0.9887734611587636,0.8872197865605341,0.8540519026045907,0.9558893241402625,0.9491073312698092,0.984048695576578,0.8451760280481456,0.9990478010773075,0.9393104067385915,0.7240570773125785,0.8104742370680903,0.6916971490481084,0.673255535169433,0.4807380675279429,0.9996686421300103,0.5020303987715985,0.7643460210159595,0.8352053551718613,0.5603713773776449,0.7574688192647928,0.8016837560969009,0.675783804750634,0.6191368798218952,0.9179889564394919,0.8414498278379197,0.9990668799295491,0.6953140993718252,0.7317957675840446,0.7700715159482245,0.7119446737983021,0.482490893382696,0.9989432140207103,0.7535177035727758,0.9989525614197965,0.48766567643230496,0.7588752417050243,0.9988829922269554,0.9041508449880311,0.7620646280666773,0.8386045295911658
TP.Latin America,-0.24680447997621374,0.18289122445700212,-0.8206473304525402,0.13889400539722913,-0.2481572752149668,-0.2640198322581061,-0.412498896819283,0.7933972498459543,0.7902295152836277,0.8809120935650436,-0.6934970110173216,,,0.020656223471158905,0.04110513916005731,0.1781348695879744,0.17357856022578871,-0.02363525324313313,-0.02604801055315052,-0.0669012991215319,-0.7358654863286285,-0.671428651788724,0.7715810714665821,0.04891774006176354,0.3219487235304849,0.1253338238090184,0.07184165701667207,0.4828555736332237,0.03021703220564321,0.169876508420803,-0.006725561500227365,0.22756311676425503,0.6949941269611183,0.10202947138524056,-0.10644368664421065,0.6499559275929281,0.8425445109896844,0.7086925840922191,0.03660729862392638,0.5979090798259237,-0.6887810144394579,-0.6964254414479583,-0.6744505611976352,-0.2938059283407019,-0.23814319520840807,-0.38223837840763225,-0.6974367141858542,-0.7051444788076504,-0.7127154104794737,-0.6845858858485037,-0.6927611985543332,0.4594943903189338,0.46082871066891457,-0.02374591751400602,0.17813486958797467,0.09066685260215632,0.5067262307836784,0.9870235386686139,1.0,0.9886395788256703,0.9860435426943348,0.98203595761469,0.9855813696102378,0.9929352860954775,0.9827885840318304,0.9077950605545666,0.9740277399300256,0.9788236462874046,0.9028915815230983,0.9000756846719646,0.9238901913602053,0.9291339094774812,0.9774483088166956,0.823893349533887,0.9922840008516209,0.9149230824287375,0.6985523065232401,0.7507827842331057,0.7096479233110198,0.6750137171019135,0.5283219656905285,0.9993180235123468,0.4706452757207615,0.7417378792843176,0.7999050839239744,0.5776651362608166,0.7232795222143065,0.8164892911127628,0.6154904788239896,0.6536090680960812,0.952000417982308,0.7930878835438351,0.9950272637230445,0.6294396416810317,0.7138850031720044,0.7182538140498496,0.7242605834365828,0.5137889154908833,0.9915699717547825,0.7327476810886528,0.9907134106020751,0.4664292827604399,0.7443216021493776,0.9900295341936219,0.8943276357578716,0.7369957470529236,0.8034167141613581
TP.Total Europe,-0.21817786758974356,0.20676690352538107,-0.8124363685040281,0.14674350773984665,-0.2751586877376954,-0.2900642058908879,-0.4402015216093914,0.847362474096846,0.8431394683341314,0.9060499750315303,-0.6761900360066871,,,0.03265644716951638,0.05357079388345743,0.18793103465002156,0.1850353753661446,-0.017715672456582,-0.0206206730002745,-0.06069105470511421,-0.7238239408736393,-0.644902923106801,0.7616627437996866,0.04928414729251445,0.3484572917494505,0.14325667596937455,0.06097056080430497,0.5096555448113098,0.06670621252945216,0.18949864059460905,-0.01781393443652645,0.245836121811953,0.7557392137892253,0.12083329807505122,-0.09910147136166587,0.631902284885628,0.9028671677591973,0.722873315340258,0.06765765603364446,0.6461105245275068,-0.6733748874292681,-0.6868462756713034,-0.654775384159061,-0.24581945663719565,-0.2918690785698507,-0.3500104598664324,-0.6831095068360961,-0.6915203980253519,-0.6997315507654082,-0.6656056424413054,-0.6744488646858411,0.5477527839393771,0.5491337245231017,-0.08767897877627741,0.18793103465002164,0.08695244011126607,0.5739137947288079,0.9987780971895465,0.9886395788256703,1.0,0.998516337419361,0.9975226203989114,0.9983207264125887,0.995636061899281,0.9963113561377341,0.9189853516861205,0.9932107069898967,0.9904785155803116,0.8889119369192225,0.8565715600796554,0.9490321188463892,0.9502024106784405,0.9856366608502611,0.8488125828234434,0.9991152383974812,0.9403970598827767,0.7270888267741503,0.8091527636830272,0.6983325726849072,0.6808778611683474,0.4966362944398139,0.9993930411545525,0.5023858016957566,0.7656021125664257,0.8345923694815616,0.5742937878884395,0.7611825448037626,0.8078195799285366,0.6696912518389221,0.6322365930503253,0.9178862823649103,0.8412995823894616,0.999066843210605,0.6955292329575786,0.7292035410402449,0.7679811714094295,0.71767445114044,0.4985606555220818,0.9990356894808828,0.7544361282815704,0.999072436582138,0.48849558052515346,0.7619137252941791,0.9989252763335797,0.9083308890534679,0.7700106675617066,0.8422497211828338
TP.Former Soviet Union,-0.19443677879528515,0.22475151842839805,-0.8012553192821498,0.16540070396695344,-0.2794320148116303,-0.2943509964905102,-0.44400168740972235,0.8557395093063204,0.8514158160237316,0.9086435603968672,-0.6793847796485318,,,0.03195427146145509,0.05334528106144852,0.1842230234777322,0.18192807078375148,-0.0183283687441648,-0.021559026614185083,-0.06072401133284474,-0.7116279279448906,-0.6471714243561218,0.7612569739296634,0.048567645194788615,0.3441613752314253,0.1445738343167403,0.07004697410455962,0.5031717498284265,0.08396816460300668,0.20314412599935455,-0.01269811242655722,0.25362218783155877,0.7683163001782004,0.14573927322402305,-0.08694695164642918,0.6165436190099138,0.9067541880435811,0.7244663913001643,0.07631075550786139,0.6589449475934233,-0.6766297706795982,-0.6908765083119206,-0.657581403146785,-0.24288351852797915,-0.2973135313206396,-0.34874232516478637,-0.6862167295941074,-0.6944041157218239,-0.7024559156866247,-0.6682525567258978,-0.6768179891900543,0.5727505079710141,0.5741602602136713,-0.09022813109570808,0.18422302347773242,0.10116934681752805,0.5828594239011571,0.998543967191566,0.9860435426943348,0.998516337419361,1.0,0.9985604622020526,0.9979131864004159,0.995308544969308,0.9964248914546969,0.9192791075950857,0.9946105434896174,0.9882560969796562,0.8775953514049559,0.8486628574770557,0.9512433312211956,0.9546269150866525,0.9865111927336391,0.8488032583862165,0.999239355838269,0.9340596516211507,0.7359175385022583,0.8175004122873223,0.6978983898034256,0.680399829536236,0.48981186452420145,0.9996156763144951,0.5177921299371631,0.7714405045284953,0.8361033026894834,0.5676473813338431,0.7562515722111179,0.8036041529462051,0.6730087861637212,0.6253835829438477,0.9202688249847873,0.8474481664624312,0.9993167824956772,0.7065320770042653,0.7344840965501603,0.7734603477209829,0.7121057466159505,0.48813437407971966,0.9990527916204495,0.7659241176767586,0.9990415550030589,0.4993891240382513,0.7615315261722819,0.9990613449795296,0.9100786687091407,0.7848733001222165,0.8441598003400056
TP.Asia-Pacific,-0.18830223482118524,0.2291842390363366,-0.7974614578603583,0.16714422482878763,-0.2841502963108381,-0.2988785612111239,-0.44847000668594794,0.8644598839910017,0.8599546799702243,0.9115447651027059,-0.6744967189834988,,,0.03478851686476641,0.05701819868342199,0.19198044554753405,0.19116291468459834,-0.014989018125258638,-0.01862050655744729,-0.05763501530974862,-0.7064054242572896,-0.6422515049757038,0.7529796237798332,0.04633970635487017,0.3441043703644288,0.14947929357833192,0.08337895639187214,0.5172557198395534,0.09039873612881416,0.20244949568406825,0.003978580751291351,0.2678094281083442,0.7806107173595911,0.14467217323933818,-0.07633128992679632,0.6150975891320928,0.9152460950713641,0.7286703742560123,0.09397259279502948,0.6701164787588488,-0.6711904986415631,-0.6869942842011251,-0.6515055488570978,-0.2314574975783149,-0.3049913110784611,-0.3394003831684189,-0.6812076076402135,-0.6896874606136348,-0.6979949727844396,-0.6622982424052333,-0.6712149083047376,0.5913789596512576,0.5927060894974641,-0.11153538905321866,0.19198044554753418,0.10604967352561363,0.5966562273691173,0.9973759646164168,0.98203595761469,0.9975226203989114,0.9985604622020526,1.0,0.9980147459500333,0.9943163143841752,0.9972344611762503,0.9143710400834003,0.9971076966469524,0.9887691249319555,0.8704410869081638,0.8402666839758869,0.952233897518332,0.9521171538688554,0.986515949702408,0.8494917861639953,0.9989213665022197,0.9401210152039173,0.7353975843247477,0.8261996786669296,0.6818413065139811,0.6761540936438576,0.4775101067880376,0.9999055515442298,0.5181999775814901,0.770419724289707,0.836658751122863,0.5582182681222073,0.7563014724295133,0.7985943689106313,0.6874923303401653,0.6127262589161012,0.9124832345933822,0.8523599039375995,0.9992584864873606,0.7149325319183497,0.7374231262850409,0.7810141151235903,0.7081792362754816,0.47637760244009203,0.9989295461131258,0.7642369744320445,0.9987585372956456,0.5174928534012638,0.7608418349603143,0.9987265899286628,0.911976544441357,0.7881522037493486,0.8462961988385204
TP.Middle East,-0.2209235432916784,0.20210573444796198,-0.8090439932641005,0.1402532951164868,-0.26988351496913976,-0.28478821849785224,-0.4374116085740084,0.8499754885342511,0.8458107148902975,0.9059928770410313,-0.6755738152534195,,,0.03824761371421314,0.05938707538290525,0.18858081038640787,0.18623964824701444,-0.014728473232794272,-0.01778126405997913,-0.057313556377975555,-0.7090933999104954,-0.6354628370577531,0.7538383713350326,0.046442359590525846,0.35501581024078577,0.15532062286540532,0.07708801903032009,0.5136321110643616,0.055691516450970195,0.17526779604201115,-0.004819525076744778,0.2559512123434459,0.7576921418511979,0.1140402944423097,-0.10171676853929082,0.6290504396405798,0.9090788871287794,0.7192117758370309,0.06506381687944349,0.6456827132328892,-0.6664225831342923,-0.6814770321008653,-0.6471039054837628,-0.23310816996411332,-0.30114185061493975,-0.3398562462844374,-0.6764796746752515,-0.6850607970800167,-0.6934121120603037,-0.6581659684890049,-0.6672316183081566,0.5605307281870407,0.5619309380220335,-0.10192463271245933,0.18858081038640803,0.08357645318931,0.5933434727086919,0.9987113728035433,0.9855813696102378,0.9983207264125887,0.9979131864004159,0.9980147459500333,1.0,0.9950442480026057,0.9956071958194673,0.9128916685792218,0.9935607244724053,0.9897646490466427,0.8827853332509203,0.8485570265565735,0.9556776961130868,0.9471884387308015,0.9848421355632174,0.8386086422099785,0.9988398764309893,0.9362652441364999,0.7155368704812372,0.8080697198398172,0.6772015485899501,0.665533236952936,0.4695758629777184,0.9997666050788859,0.49218948909911814,0.7597728135454134,0.8251112297233574,0.5499872792119933,0.7562483289789752,0.792491901284322,0.684951853892438,0.6121181292940778,0.9173703424913584,0.8370599320568884,0.9990023295588205,0.6937766775780316,0.7254569058594638,0.7654225711667032,0.7055918440494175,0.46907390619967243,0.9988221047281916,0.7497289841755543,0.9987785362343056,0.48610276001264663,0.7462835760692685,0.9985088278952498,0.8998330395698882,0.7609582801508349,0.8317207468165244
TP.Africa,-0.2201335279438684,0.20799003816360664,-0.8155808392347997,0.1497595827860802,-0.2651490287108292,-0.2803198072693508,-0.4308444952245349,0.8317860808425928,0.8278957407164688,0.8994852942148075,-0.6808890969154628,,,0.04397420428795083,0.06536658582625399,0.18115645870562005,0.17804767751739187,-0.014867982222877333,-0.017841023622941002,-0.058306465151273204,-0.724651369249808,-0.6529459740198407,0.7667333417003045,0.04040069486952545,0.3352891258462167,0.13836637087524248,0.08810945569638695,0.4964689745381825,0.05959024998294158,0.19207631816671117,0.006949114521470137,0.2534853830836407,0.7384099087358036,0.12352951698533544,-0.09729013570074141,0.6326830920989999,0.8843280095461832,0.7148283887090968,0.05466190207753225,0.6327269012822562,-0.6772295623343831,-0.6890434469915427,-0.6600957399677635,-0.2602394805878436,-0.27346680948391233,-0.358958613035458,-0.686530127080382,-0.6946886705584271,-0.7027048304252467,-0.6706299250436203,-0.6791721915811649,0.5258382425128529,0.5273427833712296,-0.06969095626346242,0.18115645870562036,0.08900361985081927,0.5606846656153511,0.9957357224141882,0.9929352860954775,0.995636061899281,0.995308544969308,0.9943163143841752,0.9950442480026057,1.0,0.9934072049235848,0.9084737205603644,0.9890511883517896,0.986211251629105,0.8875033777148431,0.8756879565607123,0.9415221438258152,0.9442371208580396,0.9864131765610344,0.8361786718866808,0.9983567461496283,0.9330666484758037,0.7135809706285389,0.7875678830738687,0.7016782278093441,0.6791852668625414,0.501191650580174,0.999197728041122,0.49724697728163075,0.7580209909506485,0.8172679137598113,0.5628908358563949,0.7418558916695205,0.8129393555363921,0.645423563724054,0.6259942413495979,0.931912962031127,0.8237472353013083,0.9987325309828573,0.6628036000003364,0.7305334789266664,0.7449364084217177,0.7175853817563641,0.49190611210160906,0.997642642382635,0.7572765905036731,0.9975764247218898,0.49341570393061795,0.751105220585161,0.9974655613473059,0.9070808486908154,0.7635483674060465,0.8233807690394026
Total trade flows,-0.18561926893611963,0.23436083492518692,-0.8013669670421993,0.17197164687810576,-0.28366321843201237,-0.29838944223412184,-0.4471115086814633,0.8590294405078593,0.8545479137187687,0.9102750058789629,-0.6723234792033052,,,0.0282415401258531,0.05149308080059691,0.19224241944226178,0.19261460589687077,-0.012173144050226832,-0.01595068753474872,-0.055853941711577315,-0.7177128141946022,-0.6461732767635702,0.7605127729651044,0.04909420638277761,0.3450689029308597,0.1567212258722747,0.08213743335576328,0.5231590180651391,0.09080471953115525,0.20345434439675836,0.0016899948096855788,0.2714535848406779,0.7835636774254312,0.1607959850508827,-0.06129904891490862,0.6159298754387104,0.9129643112561198,0.7376605087429507,0.10625306814220487,0.6800497237316498,-0.6772087970677857,-0.6921634656128938,-0.657779136894365,-0.23899432340026808,-0.3032476038258748,-0.34664564603119974,-0.6864585862808732,-0.6945453440263722,-0.7025157404552091,-0.6678756259039123,-0.6763667366288862,0.5786529832133194,0.5799619911579318,-0.08879482217945481,0.19224241944226195,0.10561102533316861,0.5922926112277032,0.9957131805948225,0.9827885840318304,0.9963113561377341,0.9964248914546969,0.9972344611762503,0.9956071958194673,0.9934072049235848,1.0,0.9174092300583911,0.9979934385827784,0.9929600484893397,0.882131780782771,0.860073637090514,0.9519742238276268,0.957945269139772,0.9873881480061009,0.8506296115990043,0.9977328576167038,0.941912545144354,0.7336702198401458,0.8226954653683924,0.6954785253860576,0.6772587157982379,0.4906878309367796,0.9974238934293045,0.5303260074632964,0.7676322074087379,0.8376757598003843,0.5657267516281019,0.7606553564267735,0.8123965755489913,0.6696327855918123,0.6250558876351958,0.9123250015618978,0.8517176671040101,0.9976656385269966,0.7085531923715365,0.7328210659110334,0.7746475029481761,0.7109765195771891,0.4879799667744461,0.9977261917283278,0.7648335030511777,0.9977588698163207,0.5246137127652722,0.769439776458201,0.9977751589537672,0.9086868991430027,0.7915756933434371,0.8471261818075976
TF.Des_ARA Region,-0.12023167623319085,0.267410806311518,-0.7408499514302886,0.21735968438305295,-0.2789345860679688,-0.2930700412949499,-0.4224729096132435,0.7891932253405542,0.7850134738427831,0.8385119491964751,-0.634161001365271,,,-0.05876178582642263,-0.03676160695025849,0.17763656252980395,0.17849112997579972,-0.04922034240579806,-0.05275608711786217,-0.08808856419803816,-0.685200999755182,-0.633179200815079,0.7363742045476057,0.10802007449177997,0.3298734617872173,0.1296296652696976,0.004439080518471811,0.48776195998011174,0.09605986512347706,0.1734558850815413,-0.07839486789993236,0.20411098840162825,0.7641284497650186,0.18948088051312661,0.03379478731647088,0.5657522547400835,0.8330819667099745,0.7284229427371587,0.19798849930960583,0.6810726349991163,-0.6698942499445736,-0.6818622631668629,-0.6522250747244742,-0.25333501044418416,-0.280464022725603,-0.3540860017892785,-0.675994373005292,-0.6819897150102853,-0.6881267035387555,-0.6589956084853229,-0.6651001611296905,0.5139330506722694,0.5142959857763713,0.00470373870989602,0.1776365625298041,0.14383908844999002,0.4956702608454905,0.9143836877933658,0.9077950605545666,0.9189853516861205,0.9192791075950857,0.9143710400834003,0.9128916685792218,0.9084737205603644,0.9174092300583911,1.0,0.9090269899376465,0.8964778972049782,0.8619012586400349,0.8018245960886907,0.8491316319163744,0.9022272106797341,0.9037426691695086,0.8275701189830272,0.9204971714235127,0.934110603702633,0.678754811260803,0.7976714452045124,0.682374092432798,0.6516580158878218,0.5090421970004733,0.9529386809090118,0.5284127792546749,0.7621272718854083,0.8124057643355433,0.5896367173287314,0.7363636037905111,0.7984640858902659,0.6145951837150767,0.6148102127167246,0.8456095450423772,0.826279404326586,0.924702649700869,0.7083209703920285,0.6517258916442971,0.7566679952561133,0.618877733530526,0.5171239501830137,0.9207669797404087,0.7333392576230215,0.9227729485083632,0.48722916360289575,0.7663826142142647,0.9223610524233473,0.8391889544153012,0.7641946617439823,0.8316277693889527
TF.Des_East Asia,-0.1644785961244938,0.248025856522818,-0.7870168005522639,0.1843442741150164,-0.2932454894320877,-0.30772695625766866,-0.45517420995493585,0.8742698587827037,0.8695000246274536,0.9133647503831351,-0.6695100072908935,,,0.027852172116681152,0.05146424924696087,0.1973760862697552,0.19885271144912697,-0.010255412754469421,-0.014436575186011333,-0.05333564465244258,-0.69966980535029,-0.6411029246006524,0.7482370116369188,0.05051645802064398,0.3398936811432231,0.16468891333736868,0.0886008846561201,0.5298492613671455,0.11353886220167583,0.21372214704713793,0.007327875327073488,0.28455571871890206,0.8010391448429114,0.16987432522759485,-0.05291732011382856,0.6003999660595384,0.9210323827113078,0.7379435580236442,0.1188338569483044,0.6911700281528865,-0.671847059143106,-0.6889910888767298,-0.6510479518209955,-0.22219348336989295,-0.3196419074100287,-0.3345743765621311,-0.6816054912094147,-0.6899757104588946,-0.6981976715157995,-0.6614378626754189,-0.6702665879675002,0.6163793446393846,0.6176094465556244,-0.11905846674027636,0.19737608626975528,0.12068074269090741,0.6098650926100223,0.9932027218805101,0.9740277399300256,0.9932107069898967,0.9946105434896174,0.9971076966469524,0.9935607244724053,0.9890511883517896,0.9979934385827784,0.9090269899376465,1.0,0.9878542376337772,0.8602294038158108,0.833598339275985,0.9540452309616954,0.9542803766735319,0.983543111435606,0.8521409711262163,0.9961234975470759,0.9448113636365866,0.7411543909504158,0.8399606516653415,0.6771222021502039,0.6699688047257781,0.46798450924427815,0.9980574431419592,0.5444599698094434,0.7670356420917083,0.8425722313476693,0.5498992800114243,0.7577488180485848,0.7962842080825862,0.6936049389704354,0.6076581259801742,0.9046388371524418,0.8632278696713434,0.996963999077103,0.7301618759829046,0.7440511569120754,0.7902037758782837,0.6987012776706787,0.46634122212398743,0.996097301556854,0.7696665906868103,0.9956078003639636,0.5390074881653704,0.7667366991496176,0.9956109775008675,0.9137980432573437,0.8034605892347458,0.8522254614614986
TF.Des_Indian Sub-Continent,-0.20278186570592246,0.2226145127718614,-0.8053817673102021,0.15292728981056394,-0.27108575371439364,-0.28582404162582103,-0.4355736046007168,0.8405491031956978,0.8363696374769772,0.8986002442161792,-0.6653264510557204,,,0.01628903755167536,0.037374747236325584,0.18899988905931384,0.18692639162320462,-0.023071526758171607,-0.02619347577836062,-0.0659439448119528,-0.7183128675013106,-0.6302782764981327,0.7583545832357269,0.04322540458269157,0.36644681691719316,0.1462043586000461,0.077864704867683,0.5133277828504108,0.05585699586263129,0.19539999259713936,0.012752596354008675,0.2615308404002797,0.7594648540111906,0.13494807839104547,-0.10050079789434313,0.6263324096207286,0.9031720781074546,0.7202268562191975,0.06907565801948594,0.6501248618367076,-0.6668178099910773,-0.6812617930194217,-0.6473363457408992,-0.2348789390976478,-0.30397296636451543,-0.342615904375073,-0.6758664742851638,-0.6838100000974655,-0.691619694244974,-0.6578991547316146,-0.6663245475341549,0.547651084501073,0.5491667465448645,-0.07859714933675724,0.18899988905931395,0.0816954825950001,0.5977928922202702,0.9887734611587636,0.9788236462874046,0.9904785155803116,0.9882560969796562,0.9887691249319555,0.9897646490466427,0.986211251629105,0.9929600484893397,0.8964778972049782,0.9878542376337772,1.0,0.8827875842421631,0.8605356641955912,0.9411026368952861,0.9514206692222527,0.9810655957641777,0.84974681885763,0.9898646499307242,0.9328617570245434,0.7252747953251257,0.8092503165491312,0.7084096097220919,0.671984693394525,0.5057147608728773,0.9895910218893099,0.5105816776513744,0.7563449820201122,0.8349213672727355,0.58214668520216,0.7812910682065506,0.8200995668948872,0.6563082391489613,0.6353285137601686,0.8996620401758434,0.8426701866680908,0.989476325731215,0.6962180673548702,0.7131074227460056,0.7645392757128596,0.7127493076838091,0.5044781805352362,0.9900561722393584,0.7502454126655802,0.9897671045553409,0.4964396952644636,0.7678502997807525,0.9900983767526191,0.8991856988754214,0.7679876168016769,0.844882609430463
